"1518468427-179","http://www.supremenewyork.com/previews/springsummer2018/all/","sweatshirts","http://www.supremenewyork.com/previews/springsummer2018/all/sweatshirts","","http://www.supremenewyork.com/previews/springsummer2018/sweatshirts/diagonal-hooded-sweatshirt","//d17ol771963kd3.cloudfront.net/143405/zo/PxtN35l35zE2.jpg","Diagonal Hooded Sweatshirt","Cotton fleece"
"1518468658-287","http://www.supremenewyork.com/previews/springsummer2018/all/","jackets","http://www.supremenewyork.com/previews/springsummer2018/all/jackets","","http://www.supremenewyork.com/previews/springsummer2018/jackets/corner-arc-half-zip-pullover-3","//d17ol771963kd3.cloudfront.net/142707/zo/zy_Cm9-WdhM1.jpg","Corner Arc Half Zip Pullover","Nylon taslan with mesh lining, half zip closure and embroidered logo on front."
"1518468455-191","http://www.supremenewyork.com/previews/springsummer2018/all/","tops/sweaters","http://www.supremenewyork.com/previews/springsummer2018/all/tops_sweaters","","http://www.supremenewyork.com/previews/springsummer2018/tops-sweaters/bridle-print-polo","//d17ol771963kd3.cloudfront.net/144885/zo/CQqG2HISXD4.jpg","Bridle Print Polo","All cotton jersey"
"1518468508-217","http://www.supremenewyork.com/previews/springsummer2018/all/","tops/sweaters","http://www.supremenewyork.com/previews/springsummer2018/all/tops_sweaters","","http://www.supremenewyork.com/previews/springsummer2018/tops-sweaters/corduroy-baseball-jersey","//d17ol771963kd3.cloudfront.net/144187/zo/RQeRo79qj7A1.jpg","Corduroy Baseball Jersey","Cotton corduroy"
"1518468150-49","http://www.supremenewyork.com/previews/springsummer2018/all/","hats","http://www.supremenewyork.com/previews/springsummer2018/all/hats","","http://www.supremenewyork.com/previews/springsummer2018/hats/overdyed-ribbed-beanie","//d17ol771963kd3.cloudfront.net/145725/zo/pJR9lX8mCW8.jpg","Overdyed Ribbed Beanie",""
"1518468299-119","http://www.supremenewyork.com/previews/springsummer2018/all/","shorts","http://www.supremenewyork.com/previews/springsummer2018/all/shorts","","http://www.supremenewyork.com/previews/springsummer2018/shorts/terry-logo-short","//d17ol771963kd3.cloudfront.net/143043/zo/VYjvLvpxvro.jpg","Terry Logo Short","All cotton heavyweight terry"
"1518468307-123","http://www.supremenewyork.com/previews/springsummer2018/all/","shorts","http://www.supremenewyork.com/previews/springsummer2018/all/shorts","","http://www.supremenewyork.com/previews/springsummer2018/shorts/cargo-short","//d17ol771963kd3.cloudfront.net/143136/zo/WilXV19OrQg.jpg","Cargo Short","All cotton"
"1518468332-134","http://www.supremenewyork.com/previews/springsummer2018/all/","pants","http://www.supremenewyork.com/previews/springsummer2018/all/pants","","http://www.supremenewyork.com/previews/springsummer2018/pants/supreme-champion-track-pant","//d17ol771963kd3.cloudfront.net/145694/zo/nsCxitqdzB5.jpg","Supreme®/Champion® Track Pant","Nylon. Made exclusively for Supreme."
"1518468351-143","http://www.supremenewyork.com/previews/springsummer2018/all/","pants","http://www.supremenewyork.com/previews/springsummer2018/all/pants","","http://www.supremenewyork.com/previews/springsummer2018/pants/washed-regular-jeans","//d17ol771963kd3.cloudfront.net/144761/zo/4fU9FDeBinM.jpg","Washed Regular Jeans","All cotton 14 oz. denim with enzyme wash. Classic 5-pocket style with embroidered graphic on back pocket."
"1518468204-75","http://www.supremenewyork.com/previews/springsummer2018/all/","hats","http://www.supremenewyork.com/previews/springsummer2018/all/hats","","http://www.supremenewyork.com/previews/springsummer2018/hats/ecstasy-6-panel","//d17ol771963kd3.cloudfront.net/142845/zo/Mi44J7v40IQ2.jpg","Ecstasy 6-Panel",""
"1518468513-219","http://www.supremenewyork.com/previews/springsummer2018/all/","tops/sweaters","http://www.supremenewyork.com/previews/springsummer2018/all/tops_sweaters","","http://www.supremenewyork.com/previews/springsummer2018/tops-sweaters/tonal-embroidery-top","//d17ol771963kd3.cloudfront.net/144171/zo/-Y_Cp7r-eig1.jpg","Tonal Embroidery Top","All cotton"
"1518468285-112","http://www.supremenewyork.com/previews/springsummer2018/all/","shorts","http://www.supremenewyork.com/previews/springsummer2018/all/shorts","","http://www.supremenewyork.com/previews/springsummer2018/shorts/cable-knit-terry-short","//d17ol771963kd3.cloudfront.net/143076/zo/p_4xfoF_qRY.jpg","Cable Knit Terry Short","Cotton blend terry"
"1518468107-30","http://www.supremenewyork.com/previews/springsummer2018/all/","accessories","http://www.supremenewyork.com/previews/springsummer2018/all/accessories","","http://www.supremenewyork.com/previews/springsummer2018/accessories/don-t-ask-me-4-shit-stamp","//d17ol771963kd3.cloudfront.net/144561/zo/-MchrP-64CI1.jpg","Don't Ask Me 4 Shit Stamp","Self inking rubber stamp with custom graphic."
"1518468641-280","http://www.supremenewyork.com/previews/springsummer2018/all/","shirts","http://www.supremenewyork.com/previews/springsummer2018/all/shirts","","http://www.supremenewyork.com/previews/springsummer2018/shirts/lion-s-den-shirt","//d17ol771963kd3.cloudfront.net/143281/zo/ukOEwPL_tAk1.jpg","Lion's Den Shirt","All cotton. Original artwork by Lee Quinones."
"1518468797-354","http://www.supremenewyork.com/previews/springsummer2018/all/","jackets","http://www.supremenewyork.com/previews/springsummer2018/all/jackets","","http://www.supremenewyork.com/previews/springsummer2018/jackets/sleeve-script-sideline-jacket-6","//d17ol771963kd3.cloudfront.net/142450/zo/bzWYSpemzRE.jpg","Sleeve Script Sideline Jacket","Water resistant nylon taslan with quilted lining and satin appliqué logo on sleeve."
"1518468103-28","http://www.supremenewyork.com/previews/springsummer2018/all/","accessories","http://www.supremenewyork.com/previews/springsummer2018/all/accessories","","http://www.supremenewyork.com/previews/springsummer2018/accessories/jar-set-set-of-2","//d17ol771963kd3.cloudfront.net/145830/zo/Gfcwk93FIZA.jpg","Jar Set (Set of 2)","170 mL and 325 mL jars with clasp closures. Sold as a set of two."
"1518468546-235","http://www.supremenewyork.com/previews/springsummer2018/all/","tops/sweaters","http://www.supremenewyork.com/previews/springsummer2018/all/tops_sweaters","","http://www.supremenewyork.com/previews/springsummer2018/tops-sweaters/chest-stripes-polo","//d17ol771963kd3.cloudfront.net/143934/zo/GKAzxzSCVnc1.jpg","Chest Stripes Polo","All cotton"
"1518468109-31","http://www.supremenewyork.com/previews/springsummer2018/all/","accessories","http://www.supremenewyork.com/previews/springsummer2018/all/accessories","","http://www.supremenewyork.com/previews/springsummer2018/accessories/logo-zippo","//d17ol771963kd3.cloudfront.net/145951/zo/nrPQQJuCC38.jpg","Logo Zippo®",""
"1518468198-72","http://www.supremenewyork.com/previews/springsummer2018/all/","hats","http://www.supremenewyork.com/previews/springsummer2018/all/hats","","http://www.supremenewyork.com/previews/springsummer2018/hats/friends-6-panel","//d17ol771963kd3.cloudfront.net/142843/zo/2v13F8nTBME.jpg","Friends 6-Panel",""
"1518468585-254","http://www.supremenewyork.com/previews/springsummer2018/all/","tops/sweaters","http://www.supremenewyork.com/previews/springsummer2018/all/tops_sweaters","","http://www.supremenewyork.com/previews/springsummer2018/tops-sweaters/bandana-sweater-2","//d17ol771963kd3.cloudfront.net/144598/zo/WyG-6K0Q6D0.jpg","Bandana Sweater",""
"1518468564-244","http://www.supremenewyork.com/previews/springsummer2018/all/","tops/sweaters","http://www.supremenewyork.com/previews/springsummer2018/all/tops_sweaters","","http://www.supremenewyork.com/previews/springsummer2018/tops-sweaters/chest-stripe-raglan-sweater-2","//d17ol771963kd3.cloudfront.net/144590/zo/5tsFt9JB7NQ.jpg","Chest Stripe Raglan Sweater","All cotton"
"1518468608-264","http://www.supremenewyork.com/previews/springsummer2018/all/","shirts","http://www.supremenewyork.com/previews/springsummer2018/all/shirts","","http://www.supremenewyork.com/previews/springsummer2018/shirts/pin-up-work-shirt","//d17ol771963kd3.cloudfront.net/142991/zo/z5F4OW2oSF1.jpg","Pin Up Work Shirt","Cotton blend"
"1518468504-215","http://www.supremenewyork.com/previews/springsummer2018/all/","tops/sweaters","http://www.supremenewyork.com/previews/springsummer2018/all/tops_sweaters","","http://www.supremenewyork.com/previews/springsummer2018/tops-sweaters/monogram-football-jersey","//d17ol771963kd3.cloudfront.net/144300/zo/XgFPNwjLEOk1.jpg","Monogram Football Jersey","Poly pique"
"1518468123-38","http://www.supremenewyork.com/previews/springsummer2018/all/","accessories","http://www.supremenewyork.com/previews/springsummer2018/all/accessories","","http://www.supremenewyork.com/previews/springsummer2018/accessories/supreme-rawlings-catcher-s-mask","//d17ol771963kd3.cloudfront.net/145915/zo/Unq6QQIvcyA1.jpg","Supreme®/Rawlings® Catcher's Mask","Lightweight wire frame with leather cushioning and throat protector."
"1518468498-212","http://www.supremenewyork.com/previews/springsummer2018/all/","tops/sweaters","http://www.supremenewyork.com/previews/springsummer2018/all/tops_sweaters","","http://www.supremenewyork.com/previews/springsummer2018/tops-sweaters/bolt-basketball-jersey","//d17ol771963kd3.cloudfront.net/143320/zo/_zi3XD3E8XU1.jpg","Bolt Basketball Jersey","Poly mesh"
"1518468144-47","http://www.supremenewyork.com/previews/springsummer2018/all/","bags","http://www.supremenewyork.com/previews/springsummer2018/all/bags","","http://www.supremenewyork.com/previews/springsummer2018/bags/large-duffle-bag","//d17ol771963kd3.cloudfront.net/144430/zo/17ik6LRkHKY.jpg","Large Duffle Bag","1050D Cordura® ripstop nylon. 60L"
"1518468293-116","http://www.supremenewyork.com/previews/springsummer2018/all/","shorts","http://www.supremenewyork.com/previews/springsummer2018/all/shorts","","http://www.supremenewyork.com/previews/springsummer2018/shorts/arc-logo-water-short","//d17ol771963kd3.cloudfront.net/145840/zo/xHcsWZ-Y0u0.jpg","Arc Logo Water Short","Nylon taslan"
"1518468156-52","http://www.supremenewyork.com/previews/springsummer2018/all/","hats","http://www.supremenewyork.com/previews/springsummer2018/all/hats","","http://www.supremenewyork.com/previews/springsummer2018/hats/mesh-box-logo-new-era","//d17ol771963kd3.cloudfront.net/145596/zo/Z9eaAlPkpG4.jpg","Mesh Box Logo New Era®",""
